(0.017053599267175572, 0.003996937328244275, -0.004263399816793893),(-0.023942016601562498, -0.2346317626953125, -9.603142858886718)
(0.018119449221374047, 0.0026646248854961837, 0.0002664624885496183),(-0.01915361328125, -0.229843359375, -9.60793126220703)
(0.014122511893129772, 0.00985911207633588, -0.005595712259541985),(0.009576806640625, -0.16759411621093748, -9.603142858886718)
(0.01918529917557252, 0.008260337145038169, -0.003730474839694657),(0.0047884033203125, -0.19393033447265623, -9.612719665527344)
(0.00985911207633588, 0.007460949679389314, -0.00479632479389313),(0.0047884033203125, -0.16759411621093748, -9.586383447265625)
(0.018119449221374047, 0.00799387465648855, -0.008260337145038169),(0.028730419921875, -0.16519991455078123, -9.629479077148437)
(0.013856049404580155, 0.004263399816793893, 0.0018652374198473284),(-0.028730419921875, -0.25139117431640623, -9.574412438964844)
(0.014921899358778627, 0.013589586916030535, 0.003996937328244275),(0.04548983154296875, -0.23702596435546874, -9.564835632324218)
(0.015454824335877864, 0.007194487190839696, -0.005595712259541985),(-0.00718260498046875, -0.23702596435546874, -9.622296472167967)
(0.012257274473282443, 0.00959264958778626, -0.0053292497709923675),(0.06703764648437499, -0.229843359375, -9.655815295410155)
(0.018119449221374047, 0.010125574564885496, -0.00319754986259542),(-0.00718260498046875, -0.17477672119140625, -9.610325463867188)
(0.016787136778625956, 0.006928024702290077, -0.00319754986259542),(-0.00718260498046875, -0.181959326171875, -9.629479077148437)
(0.016787136778625956, 0.011457887007633588, -0.007727412167938932),(-0.016759411621093748, -0.2442085693359375, -9.631873278808593)
(0.014655436870229008, 0.008793262122137404, -0.00479632479389313),(-0.02633621826171875, -0.181959326171875, -9.583989245605467)
(0.017053599267175572, 0.007727412167938932, -0.00959264958778626),(0.04548983154296875, -0.21787235107421873, -9.598354455566406)
(0.013589586916030535, 0.010392037053435116, 0.0002664624885496183),(0.028730419921875, -0.2154781494140625, -9.560047229003906)
(0.00959264958778626, 0.014655436870229008, -0.0021316999083969466),(-0.02154781494140625, -0.19632453613281248, -9.631873278808593)
(0.008260337145038169, 0.010392037053435116, -0.007194487190839696),(-0.031124621582031248, -0.18435352783203124, -9.579200842285156)
(0.016254211801526718, 0.006661562213740459, -0.00159877493129771),(-0.023942016601562498, -0.22026655273437498, -9.600748657226562)
(0.015721286824427482, 0.0034640123511450386, -0.0018652374198473284),(0.009576806640625, -0.21787235107421873, -9.555258825683593)
(0.01279019945038168, 0.007727412167938932, -0.007460949679389314),(-0.028730419921875, -0.19632453613281248, -9.629479077148437)
(0.012257274473282443, 0.007460949679389314, -0.003996937328244275),(-0.05985504150390625, -0.16280571289062498, -9.612719665527344)
(0.011724349496183208, 0.004263399816793893, -0.00319754986259542),(0.031124621582031248, -0.20350714111328125, -9.6151138671875)
(0.014655436870229008, 0.007194487190839696, -0.003996937328244275),(0.011971008300781249, -0.21787235107421873, -9.545682019042967)
(0.016520674290076337, 0.00799387465648855, -0.0061286372366412215),(-0.00239420166015625, -0.14125789794921875, -9.572018237304688)
(0.016254211801526718, 0.0053292497709923675, -0.005862174748091604),(0.0047884033203125, -0.2154781494140625, -9.603142858886718)
(0.013589586916030535, 0.008260337145038169, -0.0026646248854961837),(0.0, -0.21787235107421873, -9.6151138671875)
(0.012257274473282443, 0.00479632479389313, -0.01119142451908397),(-0.00239420166015625, -0.17956512451171874, -9.586383447265625)
(0.014921899358778627, 0.009326187099236643, -0.002398162396946565),(-0.03591302490234375, -0.21068974609375, -9.567229833984374)
(0.015454824335877864, 0.00639509972519084, -0.003730474839694657),(0.02154781494140625, -0.2442085693359375, -9.583989245605467)
(0.015721286824427482, 0.010658499541984735, -0.009326187099236643),(-0.033518823242187495, -0.229843359375, -9.598354455566406)
(0.018918836687022902, 0.007727412167938932, -0.00639509972519084),(0.05985504150390625, -0.201112939453125, -9.598354455566406)
(0.014122511893129772, 0.007460949679389314, -0.006661562213740459),(0.040701428222656245, -0.2561795776367187, -9.612719665527344)
(0.016254211801526718, 0.00959264958778626, -0.0021316999083969466),(-0.016759411621093748, -0.229843359375, -9.586383447265625)
(0.01945176166412214, 0.005862174748091604, -0.005862174748091604),(0.023942016601562498, -0.201112939453125, -9.631873278808593)
(0.02131699908396947, 0.010125574564885496, 0.0010658499541984733),(-0.0383072265625, -0.22744915771484372, -9.598354455566406)
(0.014655436870229008, 0.0061286372366412215, -0.00159877493129771),(0.0, -0.22026655273437498, -9.612719665527344)
(0.012257274473282443, 0.008526799633587786, -0.0061286372366412215),(-0.040701428222656245, -0.24181436767578124, -9.598354455566406)
(0.011457887007633588, 0.007727412167938932, -0.004529862305343512),(-0.02633621826171875, -0.1771709228515625, -9.593566052246093)
(0.016254211801526718, 0.009059724610687023, -0.004263399816793893),(0.0430956298828125, -0.16280571289062498, -9.622296472167967)
(0.01918529917557252, 0.0053292497709923675, 0.0002664624885496183),(0.02154781494140625, -0.1771709228515625, -9.588777648925781)
(0.019984686641221373, 0.0061286372366412215, -0.002398162396946565),(-0.00239420166015625, -0.1388636962890625, -9.667786303710937)
(0.017852986732824427, 0.002931087374045802, -0.005862174748091604),(-0.00718260498046875, -0.2059013427734375, -9.605537060546874)
(0.011990811984732825, 0.013323124427480917, -0.00319754986259542),(-0.033518823242187495, -0.15562310791015624, -9.562441430664062)
(0.018119449221374047, 0.007727412167938932, -0.0026646248854961837),(-0.02154781494140625, -0.24899697265624998, -9.643844287109374)
(0.01119142451908397, 0.010392037053435116, -0.0010658499541984733),(0.031124621582031248, -0.16759411621093748, -9.60793126220703)
(0.014921899358778627, 0.007194487190839696, -0.003730474839694657),(-0.00718260498046875, -0.19632453613281248, -9.576806640625)
(0.013323124427480917, 0.008793262122137404, 0.000799387465648855),(0.04548983154296875, -0.19393033447265623, -9.651026892089844)
(0.018385911709923666, 0.00799387465648855, -0.004263399816793893),(0.02633621826171875, -0.21787235107421873, -9.591171850585937)
(0.016787136778625956, 0.011457887007633588, -0.008793262122137404),(-0.00239420166015625, -0.1867477294921875, -9.612719665527344)
(0.016520674290076337, 0.005862174748091604, -0.0061286372366412215),(-0.06943184814453125, -0.25139117431640623, -9.567229833984374)
(0.01279019945038168, 0.009326187099236643, -0.0053292497709923675),(-0.06703764648437499, -0.2059013427734375, -9.56962403564453)
(0.014921899358778627, 0.007727412167938932, -0.008260337145038169),(-0.00239420166015625, -0.24899697265624998, -9.662997900390625)
(0.017852986732824427, 0.00479632479389313, -0.00985911207633588),(0.028730419921875, -0.22026655273437498, -9.612719665527344)
(0.008526799633587786, 0.011457887007633588, -0.006661562213740459),(-0.009576806640625, -0.22744915771484372, -9.651026892089844)
(0.008793262122137404, 0.00959264958778626, -0.009326187099236643),(0.0047884033203125, -0.21068974609375, -9.56962403564453)
(0.01119142451908397, 0.013856049404580155, -0.008793262122137404),(-0.00718260498046875, -0.17238251953125, -9.591171850585937)
(0.020251149129770992, 0.010392037053435116, -0.004263399816793893),(0.01915361328125, -0.21068974609375, -9.588777648925781)
(0.013856049404580155, 0.013323124427480917, -0.005062787282442748),(-0.009576806640625, -0.229843359375, -9.574412438964844)
(0.011457887007633588, 0.005062787282442748, -0.004263399816793893),(0.01915361328125, -0.1771709228515625, -9.6151138671875)
(0.01119142451908397, 0.012257274473282443, 0.0002664624885496183),(0.031124621582031248, -0.20350714111328125, -9.603142858886718)
(0.010658499541984735, 0.00639509972519084, -0.0053292497709923675),(-0.01915361328125, -0.16998831787109375, -9.53131680908203)
(0.020251149129770992, 0.010392037053435116, -0.0021316999083969466),(-0.00239420166015625, -0.229843359375, -9.557653027343749)
(0.016520674290076337, 0.010924962030534353, -0.007460949679389314),(0.0526724365234375, -0.201112939453125, -9.631873278808593)
(0.019984686641221373, 0.0061286372366412215, -0.005862174748091604),(-0.04548983154296875, -0.2561795776367187, -9.603142858886718)
(0.017586524244274808, 0.010658499541984735, -0.002398162396946565),(0.0, -0.258573779296875, -9.65342109375)
(0.009059724610687023, 0.006661562213740459, -0.002931087374045802),(0.00239420166015625, -0.17238251953125, -9.586383447265625)
(0.018918836687022902, 0.00479632479389313, -0.002398162396946565),(0.00239420166015625, -0.229843359375, -9.617508068847656)
(0.013323124427480917, 0.0061286372366412215, -0.002931087374045802),(-0.01915361328125, -0.22266075439453123, -9.6151138671875)
(0.010924962030534353, 0.011724349496183208, -0.0026646248854961837),(-0.016759411621093748, -0.201112939453125, -9.593566052246093)
(0.012257274473282443, 0.00799387465648855, 0.0),(0.023942016601562498, -0.201112939453125, -9.600748657226562)
(0.017586524244274808, 0.01119142451908397, -0.007460949679389314),(-0.0430956298828125, -0.22026655273437498, -9.6151138671875)
(0.0159877493129771, 0.009059724610687023, -0.003730474839694657),(0.009576806640625, -0.201112939453125, -9.600748657226562)
(0.0130566619389313, 0.010392037053435116, -0.007727412167938932),(-0.0143652099609375, -0.21787235107421873, -9.576806640625)
(0.018385911709923666, 0.0034640123511450386, -0.00319754986259542),(-0.033518823242187495, -0.19153613281249998, -9.648632690429688)
(0.014388974381679392, 0.007460949679389314, -0.00799387465648855),(-0.023942016601562498, -0.16759411621093748, -9.639055883789062)
(0.014655436870229008, 0.006928024702290077, -0.010658499541984735),(-0.009576806640625, -0.22026655273437498, -9.617508068847656)
(0.018385911709923666, 0.007194487190839696, -0.005862174748091604),(-0.040701428222656245, -0.22744915771484372, -9.579200842285156)
(0.018918836687022902, 0.005595712259541985, -0.0026646248854961837),(0.031124621582031248, -0.22505495605468748, -9.579200842285156)
(0.020251149129770992, 0.010392037053435116, -0.00479632479389313),(-0.016759411621093748, -0.22026655273437498, -9.622296472167967)
(0.012523736961832063, 0.0061286372366412215, -0.009326187099236643),(-0.00718260498046875, -0.22266075439453123, -9.552864624023437)
(0.015454824335877864, 0.004529862305343512, -0.0021316999083969466),(-0.016759411621093748, -0.21068974609375, -9.605537060546874)
(0.0159877493129771, 0.010125574564885496, -0.0021316999083969466),(-0.01915361328125, -0.23223756103515625, -9.60793126220703)
(0.013323124427480917, 0.008793262122137404, -0.0061286372366412215),(-0.00718260498046875, -0.2609679809570312, -9.624690673828125)
(0.016787136778625956, 0.006928024702290077, -0.004529862305343512),(-0.0430956298828125, -0.2059013427734375, -9.605537060546874)
(0.010924962030534353, 0.0053292497709923675, -0.005862174748091604),(0.00718260498046875, -0.25139117431640623, -9.586383447265625)
(0.014388974381679392, 0.005862174748091604, -0.00319754986259542),(0.0047884033203125, -0.21787235107421873, -9.60793126220703)
(0.013323124427480917, 0.008793262122137404, -0.00639509972519084),(-0.00718260498046875, -0.17238251953125, -9.588777648925781)
(0.010924962030534353, 0.007194487190839696, -0.007727412167938932),(-0.0430956298828125, -0.21068974609375, -9.591171850585937)
(0.014122511893129772, 0.009326187099236643, -0.008793262122137404),(0.055066638183593745, -0.21787235107421873, -9.622296472167967)
(0.015721286824427482, 0.01119142451908397, -0.002931087374045802),(0.02633621826171875, -0.22026655273437498, -9.591171850585937)
(0.017852986732824427, 0.010658499541984735, -0.0010658499541984733),(0.0047884033203125, -0.22266075439453123, -9.581595043945311)
(0.010125574564885496, 0.006928024702290077, -0.003996937328244275),(-0.076614453125, -0.23223756103515625, -9.624690673828125)
(0.018918836687022902, 0.010924962030534353, -0.005595712259541985),(0.031124621582031248, -0.1580173095703125, -9.631873278808593)
(0.018119449221374047, 0.008793262122137404, -0.002931087374045802),(-0.0909796630859375, -0.19393033447265623, -9.610325463867188)
(0.017053599267175572, 0.00799387465648855, -0.0010658499541984733),(0.0, -0.23702596435546874, -9.612719665527344)
(0.010924962030534353, 0.010392037053435116, -0.00985911207633588),(-0.00718260498046875, -0.201112939453125, -9.581595043945311)
(0.02105053659541985, 0.009059724610687023, -0.00319754986259542),(0.06703764648437499, -0.2059013427734375, -9.641450085449218)
(0.014921899358778627, 0.005062787282442748, -0.004529862305343512),(-0.040701428222656245, -0.2346317626953125, -9.583989245605467)
(0.00959264958778626, 0.007727412167938932, -0.00639509972519084),(-0.01915361328125, -0.24899697265624998, -9.593566052246093)
(0.0130566619389313, 0.012257274473282443, 0.0026646248854961837),(0.00239420166015625, -0.17477672119140625, -9.624690673828125)
(0.014388974381679392, 0.007460949679389314, -0.0005329249770992366),(-0.0047884033203125, -0.239420166015625, -9.624690673828125)
(0.013856049404580155, 0.01119142451908397, -0.007460949679389314),(-0.0526724365234375, -0.1867477294921875, -9.595960253906249)
(0.016787136778625956, 0.00985911207633588, -0.004263399816793893),(0.011971008300781249, -0.22266075439453123, -9.576806640625)
(0.0159877493129771, 0.015454824335877864, -0.000799387465648855),(0.02633621826171875, -0.2442085693359375, -9.605537060546874)
(0.02105053659541985, 0.006661562213740459, -0.00639509972519084),(0.033518823242187495, -0.2442085693359375, -9.581595043945311)
(0.013589586916030535, 0.003996937328244275, -0.005595712259541985),(-0.00718260498046875, -0.229843359375, -9.581595043945311)
(0.017852986732824427, 0.005862174748091604, -0.008793262122137404),(0.0, -0.2154781494140625, -9.600748657226562)
(0.014655436870229008, 0.01279019945038168, -0.008260337145038169),(-0.0430956298828125, -0.22026655273437498, -9.617508068847656)
(0.015454824335877864, 0.00799387465648855, -0.005862174748091604),(-0.00718260498046875, -0.16280571289062498, -9.581595043945311)
(0.018119449221374047, 0.00319754986259542, -0.002398162396946565),(-0.011971008300781249, -0.21068974609375, -9.641450085449218)
(0.017320061755725192, 0.005862174748091604, -0.008260337145038169),(-0.023942016601562498, -0.21068974609375, -9.619902270507811)
(0.015188361847328247, 0.006928024702290077, -0.007194487190839696),(-0.00718260498046875, -0.22505495605468748, -9.643844287109374)
(0.015721286824427482, 0.007460949679389314, -0.0010658499541984733),(0.0, -0.23223756103515625, -9.598354455566406)
(0.012257274473282443, 0.007194487190839696, -0.00799387465648855),(-0.05027823486328125, -0.21787235107421873, -9.655815295410155)
(0.012257274473282443, 0.005862174748091604, -0.002931087374045802),(0.033518823242187495, -0.21787235107421873, -9.636661682128906)
(0.014921899358778627, 0.007460949679389314, -0.00639509972519084),(-0.028730419921875, -0.21787235107421873, -9.619902270507811)
(0.014921899358778627, 0.0026646248854961837, -0.0005329249770992366),(-0.055066638183593745, -0.24899697265624998, -9.591171850585937)
(0.013856049404580155, 0.007460949679389314, -0.006661562213740459),(0.0047884033203125, -0.18435352783203124, -9.512163195800781)
(0.014388974381679392, 0.010125574564885496, -0.003730474839694657),(0.023942016601562498, -0.21308394775390624, -9.555258825683593)
(0.018918836687022902, 0.007460949679389314, -0.003996937328244275),(-0.0430956298828125, -0.181959326171875, -9.648632690429688)
(0.017053599267175572, 0.007727412167938932, -0.003730474839694657),(-0.02154781494140625, -0.29448680419921874, -9.603142858886718)
(0.013856049404580155, 0.00799387465648855, -0.00159877493129771),(-0.02154781494140625, -0.2154781494140625, -9.634267480468749)
(0.0159877493129771, 0.013856049404580155, -0.0005329249770992366),(-0.03591302490234375, -0.24660277099609373, -9.627084875488281)
(0.013856049404580155, 0.008526799633587786, -0.0053292497709923675),(-0.033518823242187495, -0.18435352783203124, -9.619902270507811)
(0.012257274473282443, 0.005062787282442748, -0.0034640123511450386),(0.009576806640625, -0.22744915771484372, -9.619902270507811)
(0.012523736961832063, 0.007460949679389314, -0.0053292497709923675),(-0.033518823242187495, -0.1867477294921875, -9.56962403564453)
(0.017320061755725192, 0.007194487190839696, -0.008793262122137404),(-0.023942016601562498, -0.20350714111328125, -9.622296472167967)
(0.017320061755725192, 0.004529862305343512, -0.002398162396946565),(-0.01915361328125, -0.22266075439453123, -9.627084875488281)
(0.014921899358778627, 0.008260337145038169, -0.003730474839694657),(0.0430956298828125, -0.2442085693359375, -9.648632690429688)
(0.010392037053435116, 0.004529862305343512, -0.006928024702290077),(0.0, -0.21308394775390624, -9.572018237304688)
(0.014655436870229008, 0.0061286372366412215, -0.002931087374045802),(0.0430956298828125, -0.18914193115234373, -9.610325463867188)
(0.014921899358778627, 0.0053292497709923675, -0.00479632479389313),(0.028730419921875, -0.19153613281249998, -9.624690673828125)
(0.013856049404580155, 0.00799387465648855, -0.0021316999083969466),(0.023942016601562498, -0.20350714111328125, -9.567229833984374)
(0.014655436870229008, 0.012523736961832063, -0.004529862305343512),(0.011971008300781249, -0.21787235107421873, -9.619902270507811)
(0.017320061755725192, 0.00639509972519084, -0.005062787282442748),(0.0383072265625, -0.2059013427734375, -9.629479077148437)
(0.014388974381679392, 0.004263399816793893, 0.000799387465648855),(-0.023942016601562498, -0.16280571289062498, -9.586383447265625)
(0.011457887007633588, 0.007194487190839696, -0.004263399816793893),(0.047884033203124995, -0.1867477294921875, -9.598354455566406)
